JD,Magnitude
2450191.316,3.7
2450191.3187,4.0
2450191.4,4.19
2450191.4479,4.08
2450191.4618,3.99
2450191.5347,4.2
2450192.3028,4.4
2450192.3958,4.19
2450192.5007,4.4
2450192.6,4.0
2450193.2958,4.1
2450193.3229,4.1
2450193.6076,3.6
2450194.3958,3.45
2450194.5972,3.6
2450194.98,3.7
2450195.3292,3.6
2450195.3639,3.7
2450195.5,3.98
2450195.5417,3.6
2450195.5507,3.8
2450195.7063,4.1
2450196.0,3.8
2450196.2993,4.1
2450196.3187,3.9
2450196.3278,3.7
2450196.97,4.2
2450197.2986,4.3
2450197.3486,4.1
2450197.5451,4.3
2450197.9139,3.9
2450198.2951,4.4
2450198.5799,3.8
2450199.1896,3.5
2450199.3854,3.6
2450199.5688,3.6
2450200.3507,3.6
2450200.45,3.6
2450200.5069,3.6
2450201.316,4.2
2450201.4687,3.81
2450201.7194,4.1
2450201.9069,3.8
2450202.3951,4.19
2450202.5,4.1
2450203.95,4.2
2450204.8833,3.3
2450205.98,4.0
2450206.5208,3.55
2450206.8806,4.0
2450206.97,4.1
2450207.375,3.99
2450207.8792,4.4
2450207.98,4.3
2450208.4444,3.65
2450208.8944,4.3
2450209.4104,4.01
2450209.4201,4.0
2450209.4583,4.08
2450209.4583,3.55
2450209.5,3.8
2450209.97,3.7
2450210.3944,3.45
2450210.4062,3.45
2450210.97,3.9
2450211.3958,3.65
2450211.4347,3.45
2450211.4375,3.81
2450212.4583,3.98
2450212.8896,4.0
2450212.96,4.1
2450213.3625,4.2
2450213.8743,3.8
2450214.3611,4.3
2450214.4542,4.4
2450215.3604,3.6
2450215.7153,4.0
2450215.816,3.1
2450216.3854,3.55
2450216.5694,3.65
2450216.7569,3.9
2450217.3958,3.99
2450217.4166,4.09
2450217.4791,3.88
2450218.409,3.7
2450218.4236,4.19
2450218.4791,4.08
2450218.5,4.09
2450218.5,4.4
2450219.4562,3.9
2450219.4708,4.19
2450219.9,4.4
2450220.4062,3.45
2450221.3576,3.6
2450221.4062,3.35
2450221.5083,3.5
2450221.6542,4.0
2450222.7701,4.0
2450223.7535,3.9
2450223.95,4.1
2450224.8854,4.7
2450224.95,4.2
2450225.4375,3.65
2450225.4423,4.03
2450225.4791,3.98
2450225.8896,3.8
2450226.94,3.7
2450227.3275,3.8
2450228.3632,4.0
2450228.6,3.9
2450229.6,4.0
2450229.7368,4.0
2450231.4027,3.35
2450231.4298,3.35
2450231.98,3.7
2450232.4132,3.6
2450232.96,3.8
2450233.3819,3.9
2450233.77,4.1
2450233.775,4.0
2450234.3785,4.1
2450234.4277,4.39
2450234.7882,4.2
2450234.7896,3.8
2450234.95,4.1
2450235.3819,4.4
2450235.3903,4.1
2450235.3958,4.09
2450235.4076,3.4
2450235.4666,4.09
2450235.96,4.3
2450236.4132,4.1
2450237.5138,3.35
2450237.7694,4.0
2450238.3993,4.0
2450238.78,4.1
2450239.375,4.1
2450239.4201,3.7
2450239.4583,3.99
2450239.4791,3.98
2450239.97,4.0
2450240.4278,4.0
2450240.4771,4.3
2450240.7285,4.0
2450240.87,4.3
2450241.3194,4.2
2450241.3854,3.7
2450241.4847,4.1
2450241.5,3.65
2450241.6722,3.8
2450241.95,3.7
2450242.2743,3.7
2450242.6514,3.8
2450243.2764,3.8
2450243.3458,3.9
2450243.4479,3.55
2450244.3757,3.8
2450244.4555,3.75
2450244.4896,3.7
2450245.2625,4.2
2450245.3854,3.9
2450245.4638,4.09
2450245.4965,3.9
2450245.5313,4.0
2450245.7236,4.2
2450245.76,4.0
2450246.2771,4.4
2450246.3764,4.1
2450246.8063,3.7
2450247.2688,3.9
2450247.4569,3.55
2450247.4687,3.35
2450247.5,3.9
2450247.6145,3.6
2450247.6736,3.3
2450247.76,3.7
2450248.4271,3.8
2450248.4347,3.35
2450248.4791,3.65
2450248.9,3.6
2450249.427,3.65
2450249.4458,3.77
2450249.4951,3.8
2450249.5,3.98
2450249.5333,3.88
2450249.93,4.1
2450250.4437,4.0
2450250.4757,3.9
2450250.477,3.99
2450250.5,3.99
2450250.7382,4.2
2450250.74,4.1
2450251.427,4.19
2450251.4479,3.98
2450251.509,3.9
2450251.77,4.1
2450252.2611,4.2
2450252.3882,3.9
2450252.4166,3.65
2450252.45,4.0
2450252.4513,3.98
2450252.4611,3.65
2450252.6944,3.9
2450252.78,3.6
2450253.5167,3.6
2450253.7694,3.6
2450254.427,3.65
2450254.78,3.9
2450256.94,4.1
2450257.4722,3.65
2450258.2625,3.5
2450258.73,3.6
2450258.7521,3.6
2450259.4166,3.65
2450259.4229,3.5
2450259.5138,3.6
2450259.6576,3.6
2450259.84,3.8
2450260.4513,3.98
2450260.4861,4.09
2450260.5055,3.88
2450260.6764,3.6
2450261.4479,3.89
2450261.5,4.3
2450261.8694,3.9
2450262.6674,4.4
2450262.78,4.1
2450263.552,3.6
2450263.8118,3.4
2450264.7396,3.8
2450265.6771,4.0
2450266.4895,3.98
2450266.6597,4.2
2450266.784,4.1
2450267.434,4.2
2450268.4,3.9
2450268.4861,3.81
2450268.6549,3.9
2450269.72,3.7
2450270.3806,3.5
2450270.4,3.9
2450270.4583,3.65
2450270.5,4.0
2450271.391,3.6
2450271.493,3.88
2450271.6,4.0
2450271.6104,3.9
2450273.5333,4.0
2450273.7993,4.1
2450274.6736,3.2
2450275.493,3.54
2450275.4993,3.8
2450275.625,3.6
2450276.62,3.9
2450276.6472,4.0
2450276.7361,3.7
2450277.3917,4.0
2450277.5104,3.9
2450277.6278,4.2
2450277.7111,4.1
2450278.366,4.2
2450278.3924,4.0
2450278.4298,4.1
2450278.8819,4.2
2450279.4514,3.6
2450279.4583,3.81
2450279.5534,3.39
2450280.4652,3.53
2450280.477,3.49
2450280.4895,3.6
2450280.6944,4.0
2450281.2917,3.6
2450281.361,3.9
2450281.4465,3.53
2450281.4513,3.68
2450281.4583,3.65
2450281.5118,3.65
2450281.5368,3.6
2450281.58,3.8
2450281.6,3.9
2450281.67,3.8
2450282.2556,4.0
2450282.434,4.0
2450282.4791,3.88
2450282.4965,3.9
2450282.4965,3.85
2450282.59,3.9
2450282.7299,3.9
2450283.4014,4.1
2450283.4479,4.1
2450283.58,4.2
2450283.6826,4.0
2450283.7764,4.0
2450284.4187,4.0
2450284.6611,3.7
2450284.69,4.0
2450284.734,3.7
2450284.7437,3.7
2450284.9,4.3
2450285.418,3.43
2450285.4437,3.34
2450285.4688,3.7
2450285.5187,3.62
2450285.62,3.4
2450285.7,3.6
2450285.7569,3.9
2450285.7854,3.6
2450286.434,3.7
2450286.4395,3.6
2450286.4819,3.7
2450286.5,4.0
2450286.58,3.8
2450286.67,3.9
2450286.7063,3.7
2450287.2715,4.1
2450287.3687,3.7
2450287.4271,3.9
2450287.4625,3.8
2450287.4638,3.65
2450287.58,4.0
2450287.6181,4.0
2450287.69,4.1
2450288.2701,4.1
2450288.6396,3.6
2450288.7035,4.1
2450288.77,4.1
2450289.4083,4.1
2450289.6229,3.9
2450289.63,4.1
2450290.416,3.8
2450290.4173,3.4
2450290.4791,3.48
2450290.4791,3.6
2450290.691,3.7
2450291.6903,4.0
2450292.58,4.0
2450293.5,4.1
2450293.59,4.1
2450293.7118,4.0
2450293.7521,4.0
2450294.0,4.2
2450294.68,4.3
2450295.57,3.9
2450295.6896,3.7
2450296.2549,3.7
2450296.3708,3.9
2450296.3938,3.8
2450296.4201,3.45
2450297.2444,4.1
2450297.3764,3.9
2450297.5243,3.98
2450297.7604,4.0
2450298.427,3.88
2450298.4569,3.98
2450298.6,4.0
2450298.7243,4.0
2450298.7757,3.9
2450299.3556,3.9
2450299.4479,3.88
2450299.69,4.1
2450300.3993,3.9
2450300.4111,4.08
2450300.5,4.3
2450300.57,4.0
2450300.6722,3.9
2450300.6931,4.0
2450300.72,4.0
2450301.3708,3.9
2450301.4528,3.4
2450301.56,3.3
2450301.66,3.5
2450302.3792,3.7
2450302.57,3.7
2450302.6931,3.9
2450302.7181,3.7
2450303.3382,4.0
2450303.425,3.98
2450303.4576,3.77
2450303.459,3.9
2450303.4931,3.8
2450303.57,3.9
2450303.675,4.1
2450303.6792,4.1
2450303.7,3.6
2450304.57,4.0
2450304.6708,4.0
2450304.7833,4.1
2450305.3694,4.3
2450305.57,4.2
2450305.6854,3.8
2450305.69,4.2
2450305.8472,4.1
2450306.3326,3.9
2450306.3542,3.7
2450306.427,3.65
2450306.58,3.4
2450306.6,3.8
2450306.65,3.7
2450306.8181,4.0
2450306.8472,3.9
2450307.3681,3.5
2450307.4549,3.7
2450307.5,4.0
2450307.56,3.6
2450307.6576,3.7
2450307.7653,3.9
2450308.3951,4.0
2450308.5951,3.6
2450308.6764,3.8
2450308.7368,4.0
2450308.74,3.8
2450309.4791,3.93
2450309.5,4.0
2450309.55,4.0
2450309.5896,3.9
2450309.6847,4.0
2450309.7021,4.1
2450310.4062,3.98
2450310.4201,4.09
2450310.4965,3.98
2450310.6035,3.6
2450310.6583,4.0
2450310.6687,4.3
2450310.7125,4.1
2450311.3403,3.9
2450311.55,4.0
2450311.6007,3.5
2450311.6993,3.9
2450312.3396,3.8
2450312.3806,3.5
2450312.4298,3.39
2450312.5271,3.5
2450312.5743,3.6
2450312.83,3.9
2450313.4111,3.4
2450313.4167,3.8
2450313.55,3.7
2450313.5986,3.8
2450313.9076,3.6
2450314.3056,4.1
2450314.3611,3.9
2450314.4145,4.08
2450314.4527,3.98
2450314.4618,3.88
2450314.5,4.0
2450314.56,3.9
2450314.5882,4.2
2450315.334,4.2
2450315.377,3.8
2450315.4027,3.98
2450315.409,3.98
2450315.4687,4.08
2450315.54,4.0
2450315.6451,4.1
2450315.6458,4.1
2450315.7118,4.0
2450316.3438,4.3
2450316.5284,3.53
2450316.6007,4.2
2450316.63,4.0
2450316.7014,4.1
2450316.8,4.0
2450317.3958,3.65
2450317.3965,3.4
2450317.4902,3.25
2450317.5875,3.8
2450317.61,3.5
2450317.6326,3.5
2450317.6347,3.8
2450318.359,3.6
2450318.54,3.8
2450318.8285,4.0
2450319.3403,4.0
2450319.375,3.93
2450319.4513,3.81
2450319.6514,3.8
2450319.8056,4.0
2450319.83,4.1
2450320.4,3.4
2450320.54,4.0
2450320.616,4.2
2450320.7778,4.0
2450321.4409,4.08
2450321.5,4.4
2450321.54,4.1
2450321.64,4.0
2450321.6417,3.9
2450321.7,4.2
2450321.759,4.1
2450322.4513,3.81
2450322.58,3.5
2450322.7236,3.6
2450323.3618,3.7
2450323.4166,3.54
2450323.5938,3.5
2450323.6486,3.9
2450324.3576,4.1
2450324.4813,4.0
2450325.3139,3.9
2450325.3347,4.2
2450325.5674,4.2
2450325.57,4.0
2450325.6861,4.1
2450326.3146,4.2
2450326.55,4.1
2450326.6042,3.9
2450326.7486,4.1
2450326.8,4.1
2450327.3021,4.2
2450327.53,4.0
2450327.7403,4.1
2450328.2979,3.5
2450328.3625,3.5
2450328.4639,3.5
2450328.6771,3.9
2450329.3208,3.7
2450329.5875,3.8
2450329.6993,4.0
2450329.81,3.9
2450330.3563,4.0
2450330.3833,3.65
2450330.5,3.9
2450330.56,4.0
2450330.5826,3.9
2450330.64,4.0
2450331.4167,4.0
2450331.5938,4.1
2450332.314,4.1
2450332.3708,4.4
2450332.4402,3.98
2450332.52,4.2
2450332.641,3.7
2450333.3319,4.0
2450333.3646,3.7
2450333.5,3.4
2450333.559,3.5
2450333.734,3.7
2450333.7396,3.6
2450334.3021,3.9
2450334.375,3.6
2450334.6632,3.7
2450334.81,3.7
2450335.3313,3.9
2450335.3319,3.9
2450335.4167,3.8
2450335.5618,3.9
2450335.62,3.9
2450336.3056,4.0
2450336.51,4.0
2450336.566,4.0
2450336.6243,4.1
2450336.6472,4.1
2450336.7021,4.0
2450337.2,4.0
2450337.3299,4.0
2450337.3541,4.19
2450337.3951,4.0
2450337.5083,3.98
2450337.5576,3.8
2450337.566,4.0
2450337.5799,4.1
2450337.8042,4.2
2450338.3264,3.9
2450338.5,3.9
2450338.5444,3.8
2450338.5729,3.6
2450338.6375,4.0
2450338.6618,3.7
2450339.2083,3.6
2450339.3402,3.33
2450339.3542,3.6
2450339.3708,3.9
2450339.4333,3.39
2450339.4465,3.6
2450339.5444,3.4
2450339.5833,3.5
2450339.7437,3.9
2450339.9,3.6
2450340.3299,3.6
2450340.3576,3.73
2450340.3631,3.88
2450340.4375,3.35
2450340.4777,4.08
2450340.5,3.81
2450340.5694,3.6
2450340.6125,3.8
2450340.6388,3.83
2450340.7056,4.0
2450341.3472,3.8
2450341.3861,3.87
2450341.4694,3.98
2450341.51,4.0
2450341.566,3.9
2450341.5986,3.8
2450341.6507,4.1
2450341.725,3.9
2450342.1944,4.0
2450342.3438,4.0
2450342.4201,4.11
2450342.4236,4.29
2450342.5729,4.2
2450342.5777,4.29
2450342.5833,4.1
2450342.61,4.2
2450343.3333,4.0
2450343.3652,4.08
2450343.4131,4.19
2450343.4479,3.98
2450343.4763,3.98
2450343.5347,4.0
2450343.6069,4.19
2450343.73,3.9
2450344.2014,3.6
2450344.2729,3.8
2450344.2778,3.5
2450344.4256,3.44
2450344.4284,3.62
2450344.4688,3.3
2450344.5521,3.3
2450344.5736,3.5
2450344.6083,3.33
2450345.2188,3.6
2450345.3368,3.6
2450345.5313,3.6
2450345.566,3.7
2450345.63,3.8
2450345.686,3.7
2450346.2083,3.8
2450346.3715,4.0
2450346.5,4.0
2450346.5764,3.9
2450346.6208,3.9
2450346.66,4.0
2450347.3125,4.0
2450347.5,4.1
2450347.5674,3.9
2450347.6569,3.9
2450347.75,4.1
2450348.3333,4.0
2450348.3333,4.3
2450348.3395,4.0
2450348.5486,4.0
2450348.6,4.1
2450349.2778,3.7
2450349.4653,3.4
2450349.5799,3.6
2450349.5833,3.4
2450349.65,3.7
2450350.3056,3.6
2450350.49,3.7
2450350.5,3.5
2450350.5438,3.8
2450350.5694,3.6
2450350.5868,3.43
2450351.2917,3.8
2450351.5764,4.0
2450352.3438,4.0
2450352.51,4.0
2450352.5729,4.0
2450352.6458,4.08
2450352.7604,4.0
2450353.1771,4.0
2450353.4271,4.0
2450353.5799,4.0
2450353.6013,4.29
2450353.6194,4.0
2450353.6354,4.08
2450353.6424,4.1
2450354.309,3.98
2450354.3194,3.9
2450354.334,4.03
2450354.5764,3.8
2450354.68,4.0
2450355.184,3.6
2450355.3368,3.5
2450355.5694,3.5
2450355.6139,3.6
2450355.6646,3.9
2450355.7063,3.9
2450356.316,3.7
2450356.3368,3.81
2450356.4701,3.94
2450356.54,3.9
2450356.5729,3.8
2450357.0,4.0
2450357.3368,3.9
2450357.3916,4.24
2450357.49,4.0
2450357.5,3.8
2450357.5694,3.9
2450357.6,4.0
2450358.2292,4.0
2450358.3291,4.08
2450358.4167,3.9
2450358.4305,4.19
2450358.4354,3.9
2450358.48,4.1
2450358.5833,4.0
2450358.5896,4.1
2450359.2986,3.9
2450359.3145,3.87
2450359.4055,4.0
2450359.61,4.0
2450360.2292,3.6
2450360.2896,3.8
2450360.4167,3.5
2450360.4236,3.6
2450360.4604,3.39
2450360.5,3.3
2450360.5431,3.7
2450360.5833,3.3
2450360.6076,3.43
2450360.6354,3.9
2450360.6597,3.9
2450360.668,3.7
2450361.2812,3.55
2450361.3264,3.6
2450361.375,3.81
2450361.4277,3.6
2450361.49,3.8
2450361.525,3.6
2450361.5833,3.6
2450361.74,4.0
2450362.1701,3.8
2450362.3333,3.8
2450362.3861,3.7
2450362.3993,3.8
2450362.4152,3.67
2450362.4555,4.08
2450362.48,4.0
2450362.59,4.0
2450362.5938,3.9
2450362.7639,4.0
2450362.7868,4.0
2450363.3854,4.0
2450363.48,4.1
2450363.5903,3.8
2450363.6,4.1
2450363.8632,4.2
2450364.4167,4.0
2450364.49,4.0
2450364.5,4.1
2450364.5743,4.1
2450364.5938,4.0
2450364.6,4.1
2450364.7,4.0
2450364.794,4.2
2450365.3368,3.8
2450365.5556,3.7
2450365.5972,3.4
2450365.6299,3.9
2450365.71,3.6
2450365.838,4.2
2450366.2986,3.5
2450366.49,3.6
2450366.5424,3.7
2450366.5833,3.5
2450366.5903,3.6
2450366.6,3.8
2450367.5688,3.8
2450367.64,3.9
2450367.7458,4.0
2450368.4201,3.8
2450368.48,4.0
2450368.6,4.1
2450368.6042,4.0
2450368.6319,4.2
2450369.2729,3.6
2450369.2875,3.9
2450369.52,4.1
2450369.5354,4.1
2450369.5451,3.9
2450369.5819,4.1
2450369.603,4.1
2450369.6139,4.0
2450369.6167,4.4
2450369.68,4.1
2450369.725,4.2
2450370.2778,4.1
2450370.3021,3.9
2450370.3055,3.65
2450370.3166,3.98
2450370.3264,3.9
2450370.4791,3.98
2450370.5583,4.0
2450370.56,4.0
2450370.736,3.8
2450371.51,3.5
2450371.5549,3.8
2450371.5639,3.7
2450371.757,3.8
2450372.2361,3.8
2450372.25,3.45
2450372.2715,3.6
2450372.309,3.46
2450372.3507,3.6
2450372.3646,3.6
2450372.3958,3.65
2450372.4111,3.65
2450372.425,4.05
2450372.5,3.7
2450372.53,3.8
2450372.5931,4.0
2450372.5958,3.9
2450372.5972,3.7
2450372.61,3.8
2450372.6125,4.0
2450373.3062,3.8
2450373.3264,3.8
2450373.3541,3.87
2450373.4062,3.98
2450373.5194,3.8
2450373.5312,4.19
2450373.5868,4.1
2450373.5938,3.8
2450373.7868,4.1
2450373.808,4.0
2450374.1667,4.0
2450374.2534,3.99
2450374.3118,3.98
2450374.3938,4.1
2450374.4306,3.9
2450374.46,4.1
2450374.5167,4.2
2450374.5257,3.9
2450374.5785,4.1
2450374.5799,3.9
2450374.8,4.1
2450375.2756,3.99
2450375.3514,4.2
2450375.3542,3.9
2450375.46,4.1
2450375.4861,4.29
2450375.5299,4.2
2450375.5972,3.8
2450375.6437,4.29
2450375.6576,4.08
2450375.6847,4.0
2450376.2347,4.1
2450376.2986,3.6
2450376.5382,3.7
2450376.5972,3.5
2450377.2243,3.8
2450377.568,3.98
2450377.5778,3.8
2450377.5938,3.6
2450378.2347,4.0
2450378.5833,3.9
2450378.6,3.9
2450378.659,4.0
2450379.2902,4.0
2450379.3264,3.9
2450379.4166,4.08
2450379.5479,3.9
2450379.58,4.1
2450380.3229,4.08
2450380.3576,4.0
2450380.509,4.0
2450380.75,4.1
2450381.4896,4.0
2450381.5389,4.0
2450382.3041,3.65
2450382.3785,3.7
2450382.48,3.8
2450382.5,3.7
2450382.5645,3.61
2450382.7187,3.65
2450383.2535,3.8
2450383.48,4.0
2450384.46,4.1
2450384.5132,3.9
2450384.6271,3.9
2450385.46,4.1
2450385.6063,4.3
2450385.6479,4.0
2450386.3069,4.24
2450386.4166,3.98
2450386.5417,4.1
2450387.2208,3.7
2450387.3292,3.7
2450387.5361,3.9
2450387.57,3.7
2450388.47,3.6
2450388.57,3.9
2450388.6319,3.9
2450389.46,3.9
2450390.5139,4.0
2450390.57,4.1
2450390.6,4.2
2450391.49,4.1
2450391.5,4.0
2450391.5347,4.1
2450391.5667,4.1
2450391.6958,4.1
2450392.2395,3.35
2450392.2638,4.08
2450392.3118,3.65
2450392.3229,3.3
2450392.4479,3.48
2450392.45,3.5
2450392.452,3.54
2450392.5653,3.8
2450392.6,4.1
2450392.64,3.6
2450393.5188,4.0
2450393.57,3.7
2450393.6298,4.02
2450393.6736,4.0
2450394.3333,3.6
2450394.375,3.81
2450394.4,3.6
2450394.5097,3.9
2450394.58,4.1
2450394.6,4.1
2450395.243,3.65
2450395.3423,4.22
2450395.5069,3.88
2450396.2549,4.1
2450396.3368,4.0
2450396.477,4.27
2450396.4895,4.19
2450396.58,4.1
2450396.5805,4.29
2450396.5972,4.4
2450396.6,4.0
2450397.1667,4.0
2450397.1854,4.0
2450397.2256,3.55
2450397.4409,4.13
2450397.54,4.0
2450397.57,3.8
2450398.191,3.5
2450398.2291,3.35
2450398.2569,3.6
2450398.3333,3.5
2450398.4389,3.7
2450398.5396,3.9
2450398.5924,3.8
2450398.6882,3.8
2450398.69,3.9
2450399.47,3.7
2450399.5,3.8
2450399.5097,3.9
2450399.575,4.1
2450399.6278,4.0
2450399.63,4.0
2450399.6354,4.0
2450400.3645,3.99
2450400.4791,3.81
2450400.48,3.9
2450400.509,4.22
2450400.5868,4.1
2450400.5868,3.99
2450400.6847,4.1
2450401.2395,4.09
2450401.2847,4.26
2450401.318,4.19
2450401.3472,3.98
2450401.45,4.1
2450401.5458,4.2
2450401.5632,4.1
2450401.5743,4.4
2450401.6,4.0
2450402.6,4.2
2450403.45,3.5
2450403.4673,3.39
2450403.5,3.6
2450403.5347,4.0
2450403.7514,3.6
2450404.46,3.8
2450404.5,4.1
2450404.6083,3.9
2450405.44,3.9
2450405.5389,4.0
2450405.6,4.1
2450405.7319,3.9
2450406.3958,4.08
2450406.4,3.8
2450406.4,3.98
2450406.4756,4.24
2450406.58,4.1
2450407.3333,3.9
2450408.2395,3.35
2450408.3687,3.63
2450408.57,3.7
2450409.2417,3.8
2450409.3104,3.6
2450409.4583,3.81
2450409.57,3.9
2450409.5826,3.7
2450410.2021,4.0
2450410.2604,3.8
2450410.2875,4.0
2450410.3125,3.75
2450410.57,4.1
2450410.5993,4.0
2450410.7076,3.7
2450411.3055,4.09
2450411.4513,3.98
2450411.5375,3.9
2450411.64,4.1
2450412.2097,4.0
2450412.6639,4.1
2450413.3264,3.6
2450413.368,3.65
2450413.516,3.9
2450413.53,3.9
2450413.57,3.8
2450413.6708,3.6
2450414.1875,3.9
2450414.2049,3.9
2450414.2222,3.9
2450414.2465,3.9
2450414.2611,3.8
2450414.2778,3.8
2450414.2833,3.8
2450414.2931,3.8
2450414.3014,3.8
2450414.3153,3.7
2450414.325,3.7
2450414.3604,4.0
2450414.45,4.0
2450414.6736,3.6
2450415.4,3.9
2450415.51,4.0
2450415.5319,3.9
2450415.5694,4.0
2450415.66,4.0
2450416.4972,3.9
2450416.59,4.2
2450417.2777,4.24
2450417.44,4.0
2450417.59,4.1
2450417.6958,4.2
2450418.2097,3.6
2450418.3333,3.65
2450418.5278,3.6
2450418.58,4.1
2450419.2069,3.8
2450419.275,3.98
2450419.302,3.35
2450419.3055,3.35
2450419.3257,3.8
2450419.3458,3.48
2450419.4062,3.54
2450419.5271,3.9
2450419.64,3.6
2450419.7743,3.7
2450420.2215,4.0
2450420.2882,3.6
2450420.309,3.65
2450420.3368,4.0
2450420.3472,3.81
2450420.48,4.0
2450420.5215,4.1
2450420.5236,3.8
2450420.5431,4.1
2450420.61,3.7
2450420.6653,3.8
2450421.2118,3.9
2450421.3506,3.98
2450421.46,4.1
2450421.4792,4.0
2450421.5056,4.2
2450421.5458,3.8
2450421.56,4.0
2450421.6146,4.0
2450422.225,3.8
2450422.3055,4.08
2450422.4889,4.2
2450422.5,3.98
2450422.5875,4.2
2450422.6,4.3
2450423.2167,3.9
2450423.2444,4.2
2450423.5056,4.4
2450423.7889,4.2
2450424.4958,3.8
2450425.2014,3.7
2450425.4951,4.0
2450425.5222,3.43
2450425.5417,4.0
2450425.6,3.7
2450426.47,4.1
2450426.5174,4.1
2450426.5562,4.2
2450426.5639,4.0
2450427.2965,3.75
2450427.4826,4.0
2450427.49,4.2
2450427.5333,4.2
2450427.6007,4.2
2450428.1944,4.4
2450428.5,4.3
2450428.6944,3.9
2450429.59,4.0
2450430.3229,3.35
2450430.5042,3.9
2450430.58,3.7
2450430.6556,3.9
2450431.2187,3.45
2450431.2611,4.05
2450431.3125,3.81
2450431.5035,4.0
2450431.6,4.1
2450431.7,3.8
2450432.2007,4.0
2450432.2757,4.0
2450432.3507,3.9
2450432.3889,3.8
2450432.56,4.1
2450433.3444,4.1
2450433.5389,4.5
2450433.56,4.3
2450434.59,4.2
2450435.5035,4.0
2450435.58,3.7
2450436.61,4.1
2450437.5,4.2
2450437.5222,3.9
2450437.61,4.1
2450438.309,4.1
2450438.4,4.3
2450438.5382,3.9
2450438.6278,4.2
2450439.3368,3.75
2450439.3506,3.98
2450439.49,4.4
2450440.2222,3.55
2450440.243,3.88
2450440.5313,3.8
2450441.5347,4.0
2450441.541,3.9
2450442.4979,3.7
2450443.3333,3.6
2450443.45,4.3
2450443.4583,3.98
2450443.61,4.1
2450444.5333,4.1
2450445.2076,4.2
2450445.2222,3.65
2450445.2715,4.2
2450445.3125,3.98
2450445.5,4.2
2450445.5417,3.8
2450446.241,3.9
2450446.291,3.8
2450446.3104,3.44
2450446.3125,3.54
2450446.3437,3.24
2450446.5694,3.5
2450446.57,3.6
2450447.2264,4.0
2450447.2653,3.9
2450447.5576,4.0
2450447.66,4.0
2450448.25,3.81
2450448.4,3.8
2450448.5597,4.2
2450449.45,4.2
2450449.5458,4.4
2450450.5035,3.6
2450450.5049,4.4
2450450.5799,3.8
2450450.59,4.2
2450450.6181,4.2
2450451.241,3.5
2450451.4756,3.6
2450451.5076,3.9
2450451.5278,3.7
2450451.6,3.6
2450452.2375,3.8
2450452.5146,3.9
2450453.1611,4.1
2450453.5076,4.1
2450453.5604,4.1
2450454.2979,4.18
2450454.5625,3.3
2450454.6299,3.8
2450455.2229,4.4
2450455.46,4.1
2450455.4924,4.0
2450455.5229,4.2
2450456.49,4.0
2450456.5243,4.0
2450456.6,3.5
2450456.6,3.9
2450457.46,3.8
2450457.5,3.6
2450457.5535,4.0
2450457.58,3.7
2450457.7361,4.0
2450458.525,4.0
2450458.6,4.0
2450459.45,4.0
2450459.5021,4.2
2450460.2389,4.1
2450460.2535,4.2
2450460.46,4.1
2450460.58,4.3
2450460.5813,4.0
2450461.2125,4.0
2450461.2389,4.4
2450461.47,4.0
2450461.6042,4.2
2450462.2291,3.35
2450462.334,3.8
2450462.3542,3.5
2450462.4826,3.4
2450462.49,3.6
2450462.493,3.6
2450462.4965,3.8
2450462.5125,3.6
2450462.7027,3.39
2450462.7604,3.54
2450463.241,3.9
2450463.3125,3.65
2450463.3472,3.55
2450463.3556,3.9
2450463.4139,4.0
2450463.47,4.0
2450463.4777,3.61
2450463.7708,3.81
2450464.2361,4.0
2450464.3368,3.97
2450464.3576,4.2
2450464.5403,4.0
2450464.6,4.1
2450464.642,3.7
2450464.7792,4.0
2450465.2431,3.9
2450465.2451,4.1
2450465.2777,4.19
2450465.3917,4.0
2450465.48,4.1
2450465.5049,3.9
2450466.216,3.9
2450466.2382,4.3
2450466.3263,3.97
2450466.3625,4.08
2450466.5049,4.5
2450466.59,4.3
2450467.3402,3.45
2450467.46,4.1
2450467.5222,3.7
2450467.59,3.7
2450467.6,3.8
2450468.5021,4.1
2450468.5424,4.0
2450468.5583,3.7
2450469.268,4.07
2450469.4166,3.81
2450469.5049,3.8
2450470.3798,4.09
2450470.46,4.3
2450470.5326,4.2
2450470.6,4.1
2450471.2577,3.9
2450472.51,4.2
2450472.59,4.0
2450473.5069,4.0
2450473.6,3.8
2450474.2125,3.6
2450474.2534,3.81
2450474.2979,4.08
2450474.3298,3.77
2450474.5132,3.9
2450474.5465,4.0
2450474.7812,3.81
2450475.2673,3.98
2450475.46,3.9
2450476.3694,4.0
2450476.4583,4.22
2450476.5146,4.1
2450476.5771,4.0
2450476.7881,4.08
2450477.2333,4.2
2450477.2944,4.18
2450477.47,4.3
2450477.5174,3.9
2450477.5611,4.2
2450478.06,4.0
2450478.2854,3.43
2450478.47,3.6
2450478.6,3.7
2450479.2417,3.9
2450479.5208,4.0
2450479.59,4.0
2450480.3194,4.0
2450480.541,4.0
2450480.6,4.1
2450481.5063,4.0
2450481.51,4.1
2450481.59,4.2
2450482.2014,4.4
2450482.2188,4.0
2450482.3159,4.29
2450482.4104,4.22
2450482.5201,4.4
2450482.59,4.3
2450483.2514,3.9
2450483.5,3.9
2450483.6,3.6
2450484.2847,3.35
2450485.5625,3.8
2450485.59,4.0
2450486.2729,3.9
2450486.3521,4.1
2450486.48,4.2
